,temp,clouds_all,traffic_volume,day_sin,day_cos
0,0.7600188590287602,0.0,0.7587554067252685,0.017037086855306804,0.37059047744933327
1,0.7381738173817385,0.0,0.5607646155992744,0.0,0.4999999999979757
2,0.6988841741316993,0.0,0.4635133249616297,0.01703708685425892,0.629409522546756
3,0.668238252396669,0.0,0.37002930096274594,0.06698729810776755,0.7499999999999774
4,0.6430928807166434,0.0,0.32510115808567047,0.14644660940484167,0.8535533905913892
5,0.644035832154644,0.0,0.27389423747732666,0.2499999999954065,0.9330127018895673
6,0.6465503693226462,0.0,0.13994697921026927,0.37059047744809526,0.9829629131443616
7,0.6423070878516426,0.0,0.07632203153341706,0.49999999999669403,1.0
8,0.6380638063806381,0.0,0.03781219478163807,0.6294095225455181,0.9829629131460729
9,0.6251768033946257,0.0,0.023440770196735034,0.7499999999988674,0.9330127018928733
10,0.6135470689926144,0.0,0.0393470071159481,0.8535533905904829,0.8535533905960646
11,0.6204620462046209,0.0,0.09725129063764476,0.9330127018925645,0.7499999999994023
12,0.6261197548326263,0.0,0.34533277521975725,0.9829629131440298,0.6294095225531426
13,0.6228194247996233,0.0,0.7547090832984512,1.0,0.5000000000045877
14,0.6251768033946257,0.0,0.8634017022464071,0.9829629131445214,0.37059047744869195
15,0.6331918906176335,0.0,0.7191293428212641,0.9330127018935142,0.25000000000224265
16,0.6386924406726382,0.0,0.6389005162550578,0.8535533905969709,0.14644660941042337
17,0.6467075278956469,0.0,0.5957862425003488,0.7500000000005123,0.06698729810807641
18,0.6842684268426846,0.0,0.6270406027626622,0.6294095225543808,0.017037086856301953
19,0.7141285557127142,0.0,0.6425282544997907,0.5000000000058693,0.0
20,0.7573471632877573,0.0,0.6041579461420399,0.3705904774499299,0.017037086855146932
21,0.7881502435957883,0.08,0.6790846937351751,0.2500000000033526,0.06698729810584508
22,0.8021373565928029,0.08,0.7074089577228966,0.14644660941132964,0.14644660940212284
23,0.8027659908848039,0.08,0.7873587275010464,0.06698729810871723,0.2499999999983778
24,0.7821782178217833,0.24,0.685782056648528,0.017037086856633687,0.3705904774443813
25,0.7648907747917648,0.24,0.6176922003627738,0.0,0.5000000000001249
26,0.73000157158573,0.24,0.4855588112180829,0.017037086854815198,0.6294095225488321
27,0.71035674996071,0.36,0.3954234686758756,0.06698729810520421,0.7499999999955375
28,0.6999842841427006,0.36,0.5035579740477186,0.14644660940636145,0.8535533905929089
29,0.6911834040546911,0.36,0.3249616296916423,0.24999999999726785,0.9330127018906419
30,0.6792393525066793,0.2,0.22519882796149016,0.37059047744314333,0.9829629131430346
31,0.6731101681596736,0.2,0.15096972233849587,0.49999999999884326,1.0
32,0.6633663366336644,0.2,0.09250732524068649,0.6294095225475941,0.9829629131455165
33,0.6616375923306621,0.56,0.07715920189758617,0.7499999999944275,0.9330127018954366
34,0.6474933207606477,0.56,0.04674201199944189,0.8535533905920027,0.8535533905945448
35,0.6423070878516426,0.56,0.055671829217245714,0.9330127018900011,0.750000000003842
36,0.6404211849756405,0.24,0.11790149295381612,0.9829629131445861,0.6294095225510666
37,0.637435172088638,0.24,0.21515278359146087,1.0,0.5000000000024384
38,0.6360207449316362,0.24,0.33793777033626343,0.9829629131458483,0.37059047745364393
39,0.6405783435486403,0.2,0.4672805916003907,0.9330127018924395,0.2500000000003813
40,0.6553512494106548,0.0,0.5085809962327333,0.8535533905954511,0.14644660940890358
41,0.6665095080936667,0.0,0.5547648946560625,0.750000000004952,0.06698729811063975
42,0.6925978312116929,0.0,0.6026231338077298,0.6294095225523046,0.017037086855745676
43,0.7527895646707532,0.12,0.6200641830612529,0.50000000000372,0.0
44,0.792236366493793,0.12,0.6010883214734198,0.37059047745488194,0.01703708685382005
45,0.8079522237938082,0.12,0.5826705734616994,0.25000000000149125,0.06698729810691967
46,0.8191104824768192,0.0,0.5927166178317287,0.14644660940980986,0.14644660940364262
47,0.8587144428728588,0.0,0.5575554625366261,0.06698729810764259,0.25000000000023914
48,0.7994656608518,0.0,0.5321612948234965,0.01703708685607741,0.37059047744645734
49,0.77982083922678,0.0,0.5144411887819171,0.0,0.4999999999949983
50,0.7411598302687419,0.0,0.4633737965676015,0.017037086855371475,0.6294095225509081
51,0.7105139085337115,0.0,0.3940281847355937,0.06698729810627885,0.7499999999973987
52,0.6973125884016977,0.0,0.373098925631366,0.14644660940273635,0.8535533905892838
53,0.7034417727487035,0.0,0.40016743407283384,0.2499999999991292,0.9330127018917165
54,0.6647807637906653,0.0,0.2863122645458351,0.37059047744521934,0.9829629131435909
55,0.6665095080936667,0.32,0.2345472303613785,0.4999999999937166,1.0
56,0.6500078579286499,0.32,0.09250732524068649,0.6294095225496701,0.9829629131449602
57,0.6421499292786428,0.32,0.07715920189758617,0.7499999999962887,0.9330127018943619
58,0.6342920006286348,0.08,0.04185851820845542,0.8535533905935224,0.853553390593025
59,0.6267483891246264,0.08,0.03725408120552533,0.9330127018910757,0.7500000000019809
60,0.6204620462046209,0.08,0.06097390819031673,0.9829629131432591,0.6294095225560187
61,0.6154329718686156,0.0,0.11120413004046324,1.0,0.5000000000002891
62,0.6115040075436116,0.0,0.16896888516813172,0.9829629131452919,0.3705904774515679
63,0.6226622662266226,0.0,0.2644063066834101,0.9330127018950027,0.25000000000482114
64,0.6399497092566402,0.0,0.3657039207478722,0.8535533905939313,0.1464466094073838
65,0.6834826339776838,0.0,0.4854192828240547,0.7500000000030907,0.06698729810956511
66,0.7435172088637434,0.0,0.5258825170922282,0.6294095225572567,0.01703708685707256
67,0.8035517837498038,0.0,0.537044788614483,0.5000000000015707,0.0
68,0.8337262297658339,0.0,0.5484861169247942,0.37059047745280593,0.017037086854376327
69,0.8374980355178381,0.0,0.5462536626203432,0.24999999999962996,0.06698729810799431
70,0.8393839383938402,0.08,0.548346588530766,0.14644660940829007,0.14644660940516235
71,0.8659437372308667,0.08,0.589088879586996,0.06698729811020598,0.2499999999957993
72,0.8203677510608203,0.08,0.5977396400167434,0.017037086855521133,0.37059047744853335
73,0.7925506836397926,0.0,0.5345332775219757,0.0,0.49999999999714756
74,0.7355021216407356,0.0,0.5689967908469373,0.017037086854044592,0.6294095225459561
